 x x1 x2 x3 x4 x5 x6 x7 x_kde x_kde2
   -10.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -9.900     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -9.800     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -9.700     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -9.600     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -9.500     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -9.400     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -9.300     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -9.200     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -9.100     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -9.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -8.900     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -8.800     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -8.700     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -8.600     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -8.500     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -8.400     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -8.300     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -8.200     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -8.100     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -8.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -7.900     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -7.800     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -7.700     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -7.600     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -7.500     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -7.400     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -7.300     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -7.200     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -7.100     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -7.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -6.900     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -6.800     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -6.700     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -6.600     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -6.500     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -6.400     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -6.300     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    -6.200     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001
    -6.100     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001
    -6.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.001
    -5.900     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.001
    -5.800     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.001
    -5.700     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.002
    -5.600     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.002
    -5.500     0.003     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.002
    -5.400     0.003     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.003
    -5.300     0.004     0.000     0.000     0.000     0.000     0.000     0.000     0.004     0.004
    -5.200     0.005     0.000     0.000     0.000     0.000     0.000     0.000     0.005     0.004
    -5.100     0.006     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.005
    -5.000     0.008     0.001     0.000     0.000     0.000     0.000     0.000     0.008     0.006
    -4.900     0.009     0.001     0.000     0.000     0.000     0.000     0.000     0.010     0.007
    -4.800     0.011     0.001     0.000     0.000     0.000     0.000     0.000     0.012     0.008
    -4.700     0.013     0.001     0.000     0.000     0.000     0.000     0.000     0.015     0.010
    -4.600     0.016     0.002     0.000     0.000     0.000     0.000     0.000     0.018     0.011
    -4.500     0.019     0.003     0.000     0.000     0.000     0.000     0.000     0.021     0.013
    -4.400     0.021     0.003     0.000     0.000     0.000     0.000     0.000     0.025     0.015
    -4.300     0.024     0.004     0.000     0.000     0.000     0.000     0.000     0.029     0.017
    -4.200     0.028     0.005     0.000     0.000     0.000     0.000     0.000     0.033     0.020
    -4.100     0.031     0.006     0.000     0.000     0.000     0.000     0.000     0.037     0.022
    -4.000     0.035     0.008     0.000     0.000     0.000     0.000     0.000     0.042     0.025
    -3.900     0.038     0.009     0.000     0.000     0.000     0.000     0.000     0.047     0.028
    -3.800     0.041     0.011     0.000     0.000     0.000     0.000     0.000     0.053     0.031
    -3.700     0.045     0.013     0.000     0.000     0.000     0.000     0.000     0.058     0.034
    -3.600     0.048     0.016     0.000     0.000     0.000     0.000     0.000     0.064     0.037
    -3.500     0.050     0.019     0.000     0.000     0.000     0.000     0.000     0.069     0.040
    -3.400     0.053     0.021     0.000     0.000     0.000     0.000     0.000     0.074     0.044
    -3.300     0.054     0.024     0.000     0.000     0.000     0.000     0.000     0.079     0.047
    -3.200     0.056     0.028     0.000     0.000     0.000     0.000     0.000     0.084     0.051
    -3.100     0.057     0.031     0.000     0.000     0.000     0.000     0.000     0.088     0.054
    -3.000     0.057     0.035     0.001     0.000     0.000     0.000     0.000     0.092     0.058
    -2.900     0.057     0.038     0.001     0.000     0.000     0.000     0.000     0.096     0.061
    -2.800     0.056     0.041     0.001     0.000     0.000     0.000     0.000     0.098     0.065
    -2.700     0.054     0.045     0.001     0.000     0.000     0.000     0.000     0.101     0.068
    -2.600     0.053     0.048     0.002     0.000     0.000     0.000     0.000     0.102     0.071
    -2.500     0.050     0.050     0.003     0.000     0.000     0.000     0.000     0.103     0.073
    -2.400     0.048     0.053     0.003     0.000     0.000     0.000     0.000     0.103     0.076
    -2.300     0.045     0.054     0.004     0.000     0.000     0.000     0.000     0.103     0.078
    -2.200     0.041     0.056     0.005     0.000     0.000     0.000     0.000     0.102     0.080
    -2.100     0.038     0.057     0.006     0.000     0.000     0.000     0.000     0.101     0.082
    -2.000     0.035     0.057     0.008     0.000     0.000     0.000     0.000     0.099     0.083
    -1.900     0.031     0.057     0.009     0.000     0.000     0.000     0.000     0.097     0.085
